SALE_YEAR,NBHD_ID,SALE_PRICE
2010,39,169150.00
2010,41,196000.00
2010,42,478500.00
2010,43,153750.00
2010,44,275000.00
2010,45,132500.00
2010,46,306500.00
2010,48,327095.00
2010,49,160000.00
2010,50,181500.00
2010,51,346500.00
2010,52,197700.00
2010,53,292825.00
2010,54,149400.00
2010,55,195500.00
2010,56,299950.00
2010,57,447500.00
2010,58,390000.00
2010,59,345750.00
2010,60,408831.00
2010,62,233500.00
2010,64,257500.00
2010,65,215500.00
2010,66,730000.00
2010,67,150750.00
2010,68,122875.00
2010,69,245000.00
2010,70,508200.00
2010,71,379250.00
2010,72,270000.00
2010,73,465000.00
2010,74,290000.00
2010,75,342000.00
2010,76,128950.00
2010,77,259000.00
2011,1,119900.00
2011,3,297200.00
2011,4,129000.00
2011,5,134000.00
2011,6,214450.00
2011,7,634000.00
2011,8,273000.00
2011,9,394000.00
2011,11,149250.00
2011,12,451750.00
2011,13,550000.00
2011,14,268000.00
2011,15,405000.00
2011,17,171450.00
2011,18,209800.00
2011,19,135000.00
2011,20,417250.00
2011,21,425000.00
2011,22,786000.00
2011,24,125000.00
2011,25,123398.58
2011,26,252500.00
2011,27,215218.50
2011,28,175000.00
2011,29,133000.00
2011,30,269000.00
2011,31,326000.00
2011,32,259000.00
2011,33,327500.00
2011,34,164750.00
2011,35,191500.00
2011,36,307500.00
2011,37,750000.00
2011,39,261000.00
2011,41,152000.00
2011,42,522257.00
2011,43,130000.00
2011,44,215500.00
2011,45,128900.00
2011,46,318000.00
2011,48,279134.00
2011,49,144500.00
2011,50,159000.00
2011,51,351000.00
2011,52,218000.00
2011,53,255000.00
2011,54,134900.00
2011,55,183000.00
2011,56,340000.00
2011,57,410950.00
2011,58,267500.00
2011,59,375000.00
2011,60,442861.50
2011,62,265000.00
2011,64,298500.00
2011,65,215000.00
2011,66,572500.00
2011,67,107250.00
2011,68,143940.00
2011,69,242500.00
2011,70,497000.00
2011,71,374500.00
2011,72,254750.00
2011,73,491500.00
2011,74,215115.00
2011,75,350000.00
2011,76,122500.00
2011,77,268304.00
2012,1,145000.00
2012,3,274500.00
2012,4,133000.00
2012,5,135500.00
2012,6,232000.00
2012,7,590875.00
2012,8,305750.00
2012,9,385000.00
2012,11,165500.00
2012,12,574000.00
2012,13,630000.00
2012,14,380000.00
2012,15,405000.00
2012,17,220000.00
2012,18,251810.00
2012,19,145000.00
2012,20,448000.00
2012,21,443500.00
2012,22,852500.00
2012,24,149950.00
2012,25,137500.00
2012,26,343475.00
2012,27,250000.00
2012,28,170300.00
2012,29,109000.00
2012,30,270000.00
2012,31,377500.00
2012,32,292000.00
2012,33,341000.00
2012,34,169500.00
2012,35,204420.00
2012,36,355000.00
2012,37,605000.00
2012,39,261259.10
2012,41,257467.50
2012,42,540000.00
2012,43,139400.00
2012,44,250000.00
2012,45,134950.00
2012,46,349900.00
2012,48,305950.00
2012,49,167000.00
2012,50,180000.00
2012,51,385000.00
2012,52,244000.00
2012,53,305000.00
2012,54,131000.00
2012,55,247250.00
2012,56,336000.00
2012,57,424000.00
2012,58,354950.00
2012,59,365000.00
2012,60,511450.00
2012,62,246500.00
2012,64,301750.00
2012,65,219950.00
2012,66,626000.00
2012,67,133500.00
2012,68,142000.00
2012,69,240000.00
2012,70,578940.00
2012,71,441500.00
2012,72,272500.00
2012,73,513500.00
2012,74,302000.00
2012,75,354250.00
2012,76,119400.00
2012,77,302962.50
2013,1,165000.00
2013,3,326964.00
2013,4,145000.00
2013,5,169900.00
2013,6,259250.00
2013,7,790000.00
2013,8,349000.00
2013,9,539000.00
2013,11,191500.00
2013,12,611201.00
2013,13,799500.00
2013,14,430000.00
2013,15,447520.50
2013,17,263000.00
2013,18,248750.00
2013,19,170000.00
2013,20,481000.00
2013,21,387000.00
2013,22,900000.00
2013,24,207700.00
2013,25,130000.00
2013,26,365000.00
2013,27,253750.00
2013,28,200000.00
2013,29,145000.00
2013,30,331500.00
2013,31,410000.00
2013,32,319950.00
2013,33,394900.00
2013,34,180000.00
2013,35,217000.00
2013,36,417000.00
2013,37,775000.00
2013,39,275000.00
2013,41,271200.00
2013,42,553627.00
2013,43,152000.00
2013,44,250000.00
2013,45,157750.00
2013,46,377500.00
2013,48,335000.00
2013,49,218000.00
2013,50,197600.00
2013,51,398000.00
2013,52,255000.00
2013,53,370000.00
2013,54,164000.00
2013,55,267975.00
2013,56,375000.00
2013,57,515000.00
2013,58,414328.50
2013,59,432500.00
2013,60,496360.00
2013,62,304411.50
2013,64,357500.00
2013,65,272500.00
2013,66,535000.00
2013,67,141250.00
2013,68,159900.00
2013,69,272000.00
2013,70,630000.00
2013,71,447000.00
2013,72,319900.00
2013,73,520500.00
2013,74,316750.00
2013,75,405000.00
2013,76,140000.00
2013,77,359500.00
2014,1,199900.00
2014,3,367900.00
2014,4,162500.00
2014,5,175000.00
2014,6,269950.00
2014,7,771500.00
2014,8,377500.00
2014,9,534750.00
2014,11,217500.00
2014,12,650000.00
2014,13,1212500.00
2014,14,560550.00
2014,15,369900.00
2014,17,276850.00
2014,18,300250.00
2014,19,180000.00
2014,20,543000.00
2014,21,582000.00
2014,22,941500.00
2014,24,209250.00
2014,25,150000.00
2014,26,420000.00
2014,27,290000.00
2014,28,230514.00
2014,29,150000.00
2014,30,359950.00
2014,31,442500.00
2014,32,344750.00
2014,33,418500.00
2014,34,210000.00
2014,35,256900.00
2014,36,508250.00
2014,37,740000.00
2014,39,305000.00
2014,41,316000.00
2014,42,629500.00
2014,43,177500.00
2014,44,287000.00
2014,45,185000.00
2014,46,433500.00
2014,48,356700.00
2014,49,227500.00
2014,50,208500.00
2014,51,464000.00
2014,52,280000.00
2014,53,344250.00
2014,54,181500.00
2014,55,313000.00
2014,56,449000.00
2014,57,490000.00
2014,58,392500.00
2014,59,450000.00
2014,60,542000.00
2014,62,360000.00
2014,64,375000.00
2014,65,300000.00
2014,66,813250.00
2014,67,163250.00
2014,68,172500.00
2014,69,309150.00
2014,70,720000.00
2014,71,487500.00
2014,72,346000.00
2014,73,495000.00
2014,74,312000.00
2014,75,439000.00
2014,76,159500.00
2014,77,397000.00
2015,1,235000.00
2015,3,399500.00
2015,4,211500.00
2015,5,210000.00
2015,6,305500.00
2015,7,811020.00
2015,8,422000.00
2015,9,649000.00
2015,11,252500.00
2015,12,661500.00
2015,13,1290000.00
2015,14,500500.00
2015,15,490000.00
2015,17,318000.00
2015,18,368050.00
2015,19,198250.00
2015,20,597000.00
2015,21,520000.00
2015,22,825000.00
2015,24,252500.00
2015,25,170000.00
2015,26,410000.00
2015,27,333000.00
2015,28,265000.00
2015,29,191000.00
2015,30,385000.00
2015,31,470000.00
2015,32,369650.00
2015,33,419000.00
2015,34,250000.00
2015,35,285000.00
2015,36,518250.00
2015,37,955750.00
2015,39,365000.00
2015,41,315500.00
2015,42,594000.00
2015,43,225000.00
2015,44,285500.00
2015,45,220300.00
2015,46,450000.00
2015,48,402000.00
2015,49,295500.00
2015,50,290000.00
2015,51,525000.00
2015,52,316000.00
2015,53,411500.00
2015,54,214250.00
2015,55,378000.00
2015,56,480100.00
2015,57,516000.00
2015,58,573000.00
2015,59,510000.00
2015,60,575960.00
2015,62,397000.00
2015,64,425000.00
2015,65,342500.00
2015,66,833000.00
2015,67,199000.00
2015,68,203250.00
2015,69,353100.00
2015,70,781500.00
2015,71,575000.00
2015,72,347450.00
2015,73,656000.00
2015,74,378000.00
2015,75,502000.00
2015,76,187000.00
2015,77,429201.00
2016,1,263875.00
2016,3,460000.00
2016,4,227500.00
2016,5,230000.00
2016,6,345000.00
2016,7,960000.00
2016,8,460000.00
2016,9,610906.00
2016,11,289950.00
2016,12,740000.00
2016,13,1200000.00
2016,14,590000.00
2016,15,610420.50
2016,17,373500.00
2016,18,376500.00
2016,19,245000.00
2016,20,625000.00
2016,21,820000.00
2016,22,1239000.00
2016,24,270425.00
2016,25,220000.00
2016,26,486250.00
2016,27,350000.00
2016,28,300000.00
2016,29,231450.00
2016,30,442000.00
2016,31,540000.00
2016,32,403000.00
2016,33,460625.00
2016,34,275000.00
2016,35,325056.00
2016,36,580475.00
2016,37,970000.00
2016,39,426000.00
2016,41,350000.00
2016,42,667250.00
2016,43,260000.00
2016,44,335000.00
2016,45,251000.00
2016,46,472250.00
2016,48,430000.00
2016,49,339975.00
2016,50,318750.00
2016,51,500000.00
2016,52,367000.00
2016,53,469375.00
2016,54,257500.00
2016,55,400000.00
2016,56,527000.00
2016,57,599500.00
2016,58,650000.00
2016,59,530250.00
2016,60,574976.00
2016,62,428900.00
2016,64,465000.00
2016,65,350000.00
2016,66,755500.00
2016,67,228000.00
2016,68,227000.00
2016,69,407000.00
2016,70,887500.00
2016,71,580000.00
2016,72,445000.00
2016,73,650000.00
2016,74,477000.00
2016,75,530000.00
2016,76,225000.00
2016,77,475000.00
2017,1,302470.00
2017,3,470000.00
2017,4,275000.00
2017,5,289500.00
2017,6,370500.00
2017,7,1125000.00
2017,8,493500.00
2017,9,790000.00
2017,11,348800.00
2017,12,708750.00
2017,13,470000.00
2017,14,626250.00
2017,15,749000.00
2017,17,400500.00
2017,18,425000.00
2017,19,313000.00
2017,20,680000.00
2017,21,665000.00
2017,22,1079000.00
2017,24,313407.50
2017,25,241250.00
2017,26,560000.00
2017,27,386500.00
2017,28,320000.00
2017,29,241000.00
2017,30,495000.00
2017,31,547254.00
2017,32,435000.00
2017,33,495000.00
2017,34,323500.00
2017,35,341250.00
2017,36,547500.00
2017,37,1110000.00
2017,39,510000.00
2017,41,365000.00
2017,42,745050.00
2017,43,290000.00
2017,44,365000.00
2017,45,285000.00
2017,46,515000.00
2017,48,504750.00
2017,49,375500.00
2017,50,329950.00
2017,51,568750.00
2017,52,400000.00
2017,53,509900.00
2017,54,295000.00
2017,55,430000.00
2017,56,586102.00
2017,57,631000.00
2017,58,577500.00
2017,59,584500.00
2017,60,626134.00
2017,62,470000.00
2017,64,523500.00
2017,65,396500.00
2017,66,1050000.00
2017,67,270000.00
2017,68,300000.00
2017,69,450000.00
2017,70,915000.00
2017,71,656000.00
2017,72,435000.00
2017,73,650000.00
2017,74,472500.00
2017,75,580000.00
2017,76,258850.00
2017,77,526000.00
2018,1,341000.00
2018,3,509000.00
2018,4,317750.00
2018,5,318500.00
2018,6,410000.00
2018,7,1130000.00
2018,8,535000.00
2018,9,827500.00
2018,11,350000.00
2018,12,832000.00
2018,13,965000.00
2018,14,770000.00
2018,15,740000.00
2018,17,405000.00
2018,18,521500.00
2018,19,315000.00
2018,20,750000.00
2018,21,807000.00
2018,22,1133750.00
2018,24,350000.00
2018,25,260000.00
2018,26,575000.00
2018,27,405000.00
2018,28,352638.50
2018,29,291000.00
2018,30,470000.00
2018,31,601000.00
2018,32,467750.00
2018,33,525000.00
2018,34,345000.00
2018,35,385840.00
2018,36,620000.00
2018,37,997499.50
2018,39,526000.00
2018,41,395000.00
2018,42,797450.00
2018,43,316500.00
2018,44,385000.00
2018,45,310000.00
2018,46,600000.00
2018,48,534450.00
2018,49,401546.00
2018,50,411000.00
2018,51,635000.00
2018,52,455000.00
2018,53,541500.00
2018,54,325000.00
2018,55,499000.00
2018,56,620000.00
2018,57,687500.00
2018,58,589000.00
2018,59,631000.00
2018,60,645000.00
2018,62,545000.00
2018,64,555000.00
2018,65,435000.00
2018,66,1015000.00
2018,67,305000.00
2018,68,336000.00
2018,69,477500.00
2018,70,972500.00
2018,71,671000.00
2018,72,501000.00
2018,73,766000.00
2018,74,482000.00
2018,75,615000.00
2018,76,285000.00
2018,77,548250.00
2019,1,340750.00
2019,3,566060.00
2019,4,310000.00
2019,5,320000.00
2019,6,419500.00
2019,7,975000.00
2019,8,585000.00
2019,9,937500.00
2019,11,372000.00
2019,12,835000.00
2019,13,1850000.00
2019,14,610000.00
2019,15,663000.00
2019,17,453750.00
2019,18,513000.00
2019,19,311500.00
2019,20,749900.00
2019,21,690000.00
2019,22,1164000.00
2019,24,351750.00
2019,25,277500.00
2019,26,659000.00
2019,27,425000.00
2019,28,358500.00
2019,29,250000.00
2019,30,475000.00
2019,31,632500.00
2019,32,470000.00
2019,33,522500.00
2019,34,355000.00
2019,35,407000.00
2019,36,672550.00
2019,37,1037500.00
2019,39,550000.00
2019,41,444000.00
2019,42,804000.00
2019,43,327500.00
2019,44,400000.00
2019,45,328000.00
2019,46,559500.00
2019,48,520000.00
2019,49,400000.00
2019,50,379500.00
2019,51,635000.00
2019,52,490000.00
2019,53,522500.00
2019,54,332000.00
2019,55,491500.00
2019,56,617000.00
2019,57,710000.00
2019,58,610000.00
2019,59,642500.00
2019,60,669425.00
2019,62,529500.00
2019,64,532500.00
2019,65,460000.00
2019,66,875000.00
2019,67,331666.50
2019,68,355500.00
2019,69,481000.00
2019,70,977571.50
2019,71,715000.00
2019,72,480000.00
2019,73,682000.00
2019,74,507500.00
2019,75,640000.00
2019,76,303200.00
2019,77,576000.00
2020,1,360426.45
2020,3,565293.98
2020,4,335218.91
2020,5,337960.06
2020,6,443954.11
2020,7,1058112.55
2020,8,610473.99
2020,9,954716.69
2020,11,430891.87
2020,12,870918.21
2020,13,1759984.32
2020,14,660747.64
2020,15,707027.95
2020,17,496018.26
2020,18,541881.65
2020,19,342324.78
2020,20,806848.36
2020,21,740431.10
2020,22,1187863.02
2020,24,454503.84
2020,25,339321.92
2020,26,674913.59
2020,27,448462.77
2020,28,374053.78
2020,29,335855.24
2020,30,505316.37
2020,31,699893.18
2020,32,508457.89
2020,33,544254.85
2020,34,372191.98
2020,35,428733.36
2020,36,696220.70
2020,37,1036919.09
2020,39,606714.33
2020,41,504095.34
2020,42,787545.46
2020,43,349648.65
2020,44,432501.90
2020,45,395883.40
2020,46,635026.73
2020,48,547619.95
2020,49,449249.05
2020,50,440250.97
2020,51,656443.19
2020,52,532597.03
2020,53,559994.66
2020,54,355541.13
2020,55,538485.65
2020,56,653201.54
2020,57,726857.66
2020,58,615983.63
2020,59,732342.64
2020,60,647069.13
2020,62,566992.14
2020,64,607856.55
2020,65,517259.31
2020,66,867783.97
2020,67,357125.04
2020,68,371048.84
2020,69,512753.28
2020,70,979003.15
2020,71,734930.43
2020,72,593528.69
2020,73,690745.97
2020,74,552105.44
2020,75,669537.60
2020,76,329119.92
2020,77,611154.95
