,SALE_YEAR,NBHD_ID,Last_Year_Price,Median_Neighbor_Last_Year_Price,SALE_PRICE
18,2020,1,340750.0,331666.5,360426.4498559222
37,2020,3,566060.0,411750.0,565293.9841068997
56,2020,4,310000.0,331666.5,335218.9080306399
75,2020,5,320000.0,310000.0,337960.0581251551
94,2020,6,419500.0,407000.0,443954.1057632368
113,2020,7,975000.0,1037500.0,1058112.547392654
132,2020,8,585000.0,529500.0,610473.9869017696
151,2020,9,937500.0,749000.0,954716.6932300006
170,2020,11,372000.0,509750.0,430891.86936628993
189,2020,12,835000.0,749900.0,870918.207034396
208,2020,13,1850000.0,976285.75,1759984.315136588
227,2020,14,610000.0,647750.0,660747.6383471685
246,2020,15,663000.0,659000.0,707027.9488820441
265,2020,17,453750.0,502250.0,496018.26468591666
284,2020,18,513000.0,491500.0,541881.6472382117
303,2020,19,311500.0,355000.0,342324.780834584
322,2020,20,749900.0,772500.0,806848.3616227508
341,2020,21,690000.0,703750.0,740431.1021126516
360,2020,22,1164000.0,937500.0,1187863.0155704622
379,2020,24,351750.0,669425.0,454503.8399842596
398,2020,25,277500.0,453750.0,339321.92246368196
417,2020,26,659000.0,544500.0,674913.5924740462
436,2020,27,425000.0,407000.0,448462.77178076695
455,2020,28,358500.0,328000.0,374053.78468792915
474,2020,29,250000.0,529500.0,335855.23856129585
493,2020,30,475000.0,470000.0,505316.37020762503
512,2020,31,632500.0,729950.0,699893.1754224428
531,2020,32,470000.0,498750.0,508457.89417739504
550,2020,33,522500.0,470000.0,544254.849449931
569,2020,34,355000.0,332000.0,372191.9812392118
588,2020,35,407000.0,387250.0,428733.358503175
607,2020,36,672550.0,585000.0,696220.7010164666
626,2020,37,1037500.0,749900.0,1036919.0922252794
645,2020,39,550000.0,628500.0,606714.3303014692
664,2020,41,444000.0,566060.0,504095.3429130453
683,2020,42,804000.0,519750.0,787545.4602402095
702,2020,43,327500.0,332000.0,349648.651151561
721,2020,44,400000.0,425000.0,432501.89977751096
740,2020,45,328000.0,513962.5,395883.40422347997
759,2020,46,559500.0,710000.0,635026.7345868819
778,2020,48,520000.0,491500.0,547619.949442341
797,2020,49,400000.0,491500.0,449249.05451441003
816,2020,50,379500.0,522500.0,440250.97094433015
835,2020,51,635000.0,549280.0,656443.1939342101
854,2020,52,490000.0,529500.0,532597.0284171577
873,2020,53,522500.0,532500.0,559994.6565334827
892,2020,54,332000.0,340750.0,355541.1327030557
911,2020,55,491500.0,548000.0,538485.6475004882
930,2020,56,617000.0,595000.0,653201.5433727801
949,2020,57,710000.0,584750.0,726857.658580224
968,2020,58,610000.0,470000.0,615983.6270015473
987,2020,59,642500.0,826250.0,732342.6447541069
1006,2020,60,669425.0,400000.0,647069.1299937384
1025,2020,62,529500.0,537500.0,566992.1433042963
1044,2020,64,532500.0,690000.0,607856.5449613607
1063,2020,65,460000.0,566250.0,517259.31125030346
1082,2020,66,875000.0,607250.0,867783.9696562078
1101,2020,67,331666.5,348125.0,357125.04082676093
1120,2020,68,355500.0,325833.25,371048.8446827583
1139,2020,69,481000.0,480000.0,512753.2840873898
1158,2020,70,977571.5,715000.0,979003.1491440865
1177,2020,71,715000.0,600530.0,734930.432361343
1196,2020,72,480000.0,804000.0,593528.6865507895
1215,2020,73,682000.0,532500.0,690745.9710418577
1234,2020,74,507500.0,550000.0,552105.4406508859
1253,2020,75,640000.0,585000.0,669537.5957672654
1272,2020,76,303200.0,329583.25,329119.9180683482
1291,2020,77,576000.0,561500.0,611154.9510089534
1,2002,1,159900.0,159000.0,168500.0
2,2003,1,168500.0,162000.0,167375.0
3,2004,1,167375.0,163000.0,175000.0
4,2005,1,175000.0,173750.0,180947.5
5,2006,1,180947.5,163000.0,160000.0
6,2007,1,160000.0,150000.0,144900.0
7,2008,1,144900.0,149500.0,140000.0
8,2009,1,140000.0,145355.5,136700.0
9,2010,1,136700.0,135000.0,140000.0
10,2011,1,140000.0,150750.0,119900.0
11,2012,1,119900.0,130000.0,145000.0
12,2013,1,145000.0,133500.0,165000.0
13,2014,1,165000.0,152000.0,199900.0
14,2015,1,199900.0,177500.0,235000.0
15,2016,1,235000.0,214250.0,263875.0
16,2017,1,263875.0,257500.0,302470.0
17,2018,1,302470.0,290000.0,341000.0
18,2019,1,341000.0,317750.0,340750.0
20,2002,3,195000.0,162450.0,189900.0
21,2003,3,189900.0,172350.0,223500.0
22,2004,3,223500.0,184125.0,250000.0
23,2005,3,250000.0,177250.0,288000.0
24,2006,3,288000.0,183973.75,267500.0
25,2007,3,267500.0,185750.0,225849.5
26,2008,3,225849.5,157387.5,260000.0
27,2009,3,260000.0,183450.0,267000.0
28,2010,3,267000.0,173250.0,240000.0
29,2011,3,240000.0,188750.0,297200.0
30,2012,3,297200.0,155500.0,274500.0
31,2013,3,274500.0,218733.75,326964.0
32,2014,3,326964.0,234400.0,367900.0
33,2015,3,367900.0,262250.0,399500.0
34,2016,3,399500.0,302750.0,460000.0
35,2017,3,460000.0,334375.0,470000.0
36,2018,3,470000.0,347475.0,509000.0
37,2019,3,509000.0,403000.0,566060.0
39,2002,4,150500.0,154500.0,155350.0
40,2003,4,155350.0,155750.0,163000.0
41,2004,4,163000.0,153500.0,160000.0
42,2005,4,160000.0,173000.0,149750.0
43,2006,4,149750.0,162040.5,133200.0
44,2007,4,133200.0,160000.0,123100.0
45,2008,4,123100.0,144900.0,146091.0
46,2009,4,146091.0,140000.0,135000.0
47,2010,4,135000.0,133950.0,137000.0
48,2011,4,137000.0,131500.0,129000.0
49,2012,4,129000.0,122500.0,133000.0
50,2013,4,133000.0,135500.0,145000.0
51,2014,4,145000.0,159900.0,162500.0
52,2015,4,162500.0,172500.0,211500.0
53,2016,4,211500.0,203250.0,227500.0
54,2017,4,227500.0,228000.0,275000.0
55,2018,4,275000.0,289500.0,317750.0
56,2019,4,317750.0,318500.0,310000.0
58,2002,5,152000.0,150500.0,164000.0
59,2003,5,164000.0,155350.0,150000.0
60,2004,5,150000.0,163000.0,173000.0
61,2005,5,173000.0,165000.0,173475.0
62,2006,5,173475.0,155750.0,180000.0
63,2007,5,180000.0,134725.0,150750.0
64,2008,5,150750.0,139750.0,145750.0
65,2009,5,145750.0,146091.0,134000.0
66,2010,5,134000.0,133950.0,131500.0
67,2011,5,131500.0,128950.0,134000.0
68,2012,5,134000.0,129000.0,135500.0
69,2013,5,135500.0,133000.0,169900.0
70,2014,5,169900.0,145000.0,175000.0
71,2015,5,175000.0,162500.0,210000.0
72,2016,5,210000.0,203250.0,230000.0
73,2017,5,230000.0,227000.0,289500.0
74,2018,5,289500.0,275000.0,318500.0
75,2019,5,318500.0,317750.0,320000.0
77,2002,6,225000.0,185500.0,230000.0
78,2003,6,230000.0,204750.0,227000.0
79,2004,6,227000.0,217000.0,247000.0
80,2005,6,247000.0,225000.0,239900.0
81,2006,6,239900.0,214900.0,236450.0
82,2007,6,236450.0,216250.0,234950.0
83,2008,6,234950.0,218250.0,232000.0
84,2009,6,232000.0,210000.0,212500.0
85,2010,6,212500.0,195000.0,235000.0
86,2011,6,235000.0,197500.0,214450.0
87,2012,6,214450.0,191500.0,232000.0
88,2013,6,232000.0,204420.0,259250.0
89,2014,6,259250.0,217000.0,269950.0
90,2015,6,269950.0,256900.0,305500.0
91,2016,6,305500.0,285000.0,345000.0
92,2017,6,345000.0,325056.0,370500.0
93,2018,6,370500.0,341250.0,410000.0
94,2019,6,410000.0,385840.0,419500.0
96,2002,7,377000.0,397450.0,422500.0
97,2003,7,422500.0,415000.0,719000.0
98,2004,7,719000.0,490000.0,530000.0
99,2005,7,530000.0,600000.0,798949.0
100,2006,7,798949.0,461360.0,629500.0
101,2007,7,629500.0,490000.0,698750.0
102,2008,7,698750.0,720000.0,702500.0
103,2009,7,702500.0,650000.0,583000.0
104,2010,7,583000.0,550750.0,657950.0
105,2011,7,657950.0,614320.0,634000.0
106,2012,7,634000.0,550000.0,590875.0
107,2013,7,590875.0,605000.0,790000.0
108,2014,7,790000.0,775000.0,771500.0
109,2015,7,771500.0,740000.0,811020.0
110,2016,7,811020.0,825000.0,960000.0
111,2017,7,960000.0,970000.0,1125000.0
112,2018,7,1125000.0,915000.0,1130000.0
113,2019,7,1130000.0,972500.0,975000.0
115,2002,8,201500.0,179900.0,210000.0
116,2003,8,210000.0,201900.0,216000.0
117,2004,8,216000.0,211000.0,233500.0
118,2005,8,233500.0,215000.0,236800.0
119,2006,8,236800.0,207600.0,255000.0
120,2007,8,255000.0,250000.0,270000.0
121,2008,8,270000.0,207500.0,291000.0
122,2009,8,291000.0,227450.0,280000.0
123,2010,8,280000.0,226000.0,295000.0
124,2011,8,295000.0,233500.0,273000.0
125,2012,8,273000.0,265000.0,305750.0
126,2013,8,305750.0,246500.0,349000.0
127,2014,8,349000.0,304411.5,377500.0
128,2015,8,377500.0,360000.0,422000.0
129,2016,8,422000.0,397000.0,460000.0
130,2017,8,460000.0,428900.0,493500.0
131,2018,8,493500.0,470000.0,535000.0
132,2019,8,535000.0,545000.0,585000.0
134,2002,9,362240.0624281807,328750.0,327000.0
135,2003,9,327000.0,379625.0,350000.0
136,2004,9,350000.0,412475.0,380000.0
137,2005,9,380000.0,412700.0,435000.0
138,2006,9,435000.0,390000.0,565000.0
139,2007,9,565000.0,434625.0,483500.0
140,2008,9,483500.0,441500.0,580000.0
141,2009,9,580000.0,402125.0,406000.0
142,2010,9,406000.0,436750.0,615500.0
143,2011,9,615500.0,377250.0,394000.0
144,2012,9,394000.0,428375.0,385000.0
145,2013,9,385000.0,489500.0,539000.0
146,2014,9,539000.0,529360.75,534750.0
147,2015,9,534750.0,550000.0,649000.0
148,2016,9,649000.0,585750.0,610906.0
149,2017,9,610906.0,675210.25,790000.0
150,2018,9,790000.0,728875.0,827500.0
151,2019,9,827500.0,786000.0,937500.0
153,2002,11,150950.0,172450.0,160500.0
154,2003,11,160500.0,195175.0,169000.0
155,2004,11,169000.0,209375.0,168950.0
156,2005,11,168950.0,201500.0,161000.0
157,2006,11,161000.0,206925.0,160000.0
158,2007,11,160000.0,229500.0,159000.0
159,2008,11,159000.0,200750.0,149500.0
160,2009,11,149500.0,226725.0,167000.0
161,2010,11,167000.0,222900.0,140000.0
162,2011,11,140000.0,215600.0,149250.0
163,2012,11,149250.0,241500.0,165500.0
164,2013,11,165500.0,245250.0,191500.0
165,2014,11,191500.0,279705.75,217500.0
166,2015,11,217500.0,320000.0,252500.0
167,2016,11,252500.0,356500.0,289950.0
168,2017,11,289950.0,397950.0,348800.0
169,2018,11,348800.0,435000.0,350000.0
170,2019,11,350000.0,495000.0,372000.0
172,2002,12,346000.0,311500.0,490000.0
173,2003,12,490000.0,327000.0,550000.0
174,2004,12,550000.0,339667.0,495500.0
175,2005,12,495500.0,380000.0,465000.0
176,2006,12,465000.0,376000.0,527500.0
177,2007,12,527500.0,388750.0,475000.0
178,2008,12,475000.0,408000.0,369500.0
179,2009,12,369500.0,415000.0,489000.0
180,2010,12,489000.0,413750.0,408750.0
181,2011,12,408750.0,471750.0,451750.0
182,2012,12,451750.0,405000.0,574000.0
183,2013,12,574000.0,405000.0,611201.0
184,2014,12,611201.0,481000.0,650000.0
185,2015,12,650000.0,543000.0,661500.0
186,2016,12,661500.0,597000.0,740000.0
187,2017,12,740000.0,610906.0,708750.0
188,2018,12,708750.0,749000.0,832000.0
189,2019,12,832000.0,770000.0,835000.0
191,2002,13,221000.0,387225.0,415000.0
192,2003,13,415000.0,398750.0,490000.0
193,2004,13,490000.0,511875.0,680000.0
194,2005,13,680000.0,480000.0,461360.0
195,2006,13,461360.0,501750.0,451250.0
196,2007,13,451250.0,559750.0,1555000.0
197,2008,13,1555000.0,619375.0,650000.0
198,2009,13,650000.0,665300.0,269300.0
199,2010,13,269300.0,566875.0,1069200.0
200,2011,13,1069200.0,561260.0,550000.0
201,2012,13,550000.0,565500.0,630000.0
202,2013,13,630000.0,584907.5,799500.0
203,2014,13,799500.0,702500.0,1212500.0
204,2015,13,1212500.0,730000.0,1290000.0
205,2016,13,1290000.0,796260.0,1200000.0
206,2017,13,1200000.0,923750.0,470000.0
207,2018,13,470000.0,997000.0,965000.0
208,2019,13,965000.0,984999.75,1850000.0
210,2002,14,259500.0,294475.0,237000.0
211,2003,14,237000.0,263750.0,279900.0
212,2004,14,279900.0,267425.0,289900.0
213,2005,14,289900.0,305700.0,346000.0
214,2006,14,346000.0,344000.0,322500.0
215,2007,14,322500.0,317000.0,315000.0
216,2008,14,315000.0,357875.0,323000.0
217,2009,14,323000.0,357250.0,413750.0
218,2010,14,413750.0,312625.0,471750.0
219,2011,14,471750.0,322547.5,268000.0
220,2012,14,268000.0,365500.0,380000.0
221,2013,14,380000.0,391250.0,430000.0
222,2014,14,430000.0,428760.25,560550.0
223,2015,14,560550.0,419750.0,500500.0
224,2016,14,500500.0,480000.0,590000.0
225,2017,14,590000.0,569750.0,626250.0
226,2018,14,626250.0,589127.0,770000.0
227,2019,14,770000.0,644250.0,610000.0
229,2002,15,311500.0,259500.0,268500.0
230,2003,15,268500.0,237000.0,274950.0
231,2004,15,274950.0,279900.0,329900.0
232,2005,15,329900.0,289900.0,312000.0
233,2006,15,312000.0,346000.0,309000.0
234,2007,15,309000.0,322500.0,408000.0
235,2008,15,408000.0,315000.0,415000.0
236,2009,15,415000.0,323000.0,337000.0
237,2010,15,337000.0,406000.0,283100.0
238,2011,15,283100.0,398500.0,405000.0
239,2012,15,405000.0,268304.0,405000.0
240,2013,15,405000.0,380000.0,447520.5
241,2014,15,447520.5,430000.0,369900.0
242,2015,15,369900.0,534750.0,490000.0
243,2016,15,490000.0,500500.0,610420.5
244,2017,15,610420.5,590000.0,749000.0
245,2018,15,749000.0,626250.0,740000.0
246,2019,15,740000.0,750000.0,663000.0
248,2002,17,130000.0,160625.0,143000.0
249,2003,17,143000.0,175559.0,159900.0
250,2004,17,159900.0,180325.0,172000.0
251,2005,17,172000.0,193825.0,177000.0
252,2006,17,177000.0,183500.0,199149.5
253,2007,17,199149.5,194974.75,180000.0
254,2008,17,180000.0,193375.0,162750.0
255,2009,17,162750.0,196242.5,165000.0
256,2010,17,165000.0,204500.0,178000.0
257,2011,17,178000.0,207335.0,171450.0
258,2012,17,171450.0,196400.0,220000.0
259,2013,17,220000.0,249530.0,263000.0
260,2014,17,263000.0,258362.5,276850.0
261,2015,17,276850.0,306625.0,318000.0
262,2016,17,318000.0,373025.0,373500.0
263,2017,17,373500.0,388250.0,400500.0
264,2018,17,400500.0,427500.0,405000.0
265,2019,17,405000.0,510250.0,453750.0
267,2002,18,158000.0,163250.0,150000.0
268,2003,18,150000.0,159925.0,184950.0
269,2004,18,184950.0,169000.0,156000.0
270,2005,18,156000.0,208000.0,163000.0
271,2006,18,163000.0,202000.0,179949.5
272,2007,18,179949.5,210000.0,183500.0
273,2008,18,183500.0,203250.0,155000.0
274,2009,18,155000.0,223500.0,200000.0
275,2010,18,200000.0,230000.0,219170.0
276,2011,18,219170.0,195500.0,209800.0
277,2012,18,209800.0,183000.0,251810.0
278,2013,18,251810.0,247250.0,248750.0
279,2014,18,248750.0,267975.0,300250.0
280,2015,18,300250.0,313000.0,368050.0
281,2016,18,368050.0,378000.0,376500.0
282,2017,18,376500.0,400000.0,425000.0
283,2018,18,425000.0,430000.0,521500.0
284,2019,18,521500.0,499000.0,513000.0
286,2002,19,168700.0,166000.0,179950.0
287,2003,19,179950.0,174700.0,185000.0
288,2004,19,185000.0,172000.0,192700.0
289,2005,19,192700.0,179500.0,162000.0
290,2006,19,162000.0,187000.0,185509.5
291,2007,19,185509.5,170000.0,160000.0
292,2008,19,160000.0,156275.0,173000.0
293,2009,19,173000.0,173400.0,154950.0
294,2010,19,154950.0,149590.0,140000.0
295,2011,19,140000.0,153750.0,135000.0
296,2012,19,135000.0,159000.0,145000.0
297,2013,19,145000.0,169500.0,170000.0
298,2014,19,170000.0,180000.0,180000.0
299,2015,19,180000.0,208500.0,198250.0
300,2016,19,198250.0,250000.0,245000.0
301,2017,19,245000.0,275000.0,313000.0
302,2018,19,313000.0,323500.0,315000.0
303,2019,19,315000.0,345000.0,311500.0
305,2002,20,303750.0,328250.0,335000.0
306,2003,20,335000.0,390000.0,339667.0
307,2004,20,339667.0,415000.0,392000.0
308,2005,20,392000.0,416750.0,376000.0
309,2006,20,376000.0,450680.0,388750.0
310,2007,20,388750.0,432625.0,389000.0
311,2008,20,389000.0,479375.0,412000.0
312,2009,20,412000.0,412500.0,450500.0
313,2010,20,450500.0,406875.0,398500.0
314,2011,20,398500.0,459625.0,417250.0
315,2012,20,417250.0,431350.0,448000.0
316,2013,20,448000.0,499000.0,481000.0
317,2014,20,481000.0,563100.5,543000.0
318,2015,20,543000.0,605275.0,597000.0
319,2016,20,597000.0,588750.0,625000.0
320,2017,20,625000.0,675210.25,680000.0
321,2018,20,680000.0,669875.0,750000.0
322,2019,20,750000.0,801000.0,749900.0
324,2002,21,280000.0,278200.0,270500.0
325,2003,21,270500.0,289875.0,282000.0
326,2004,21,282000.0,312500.0,284500.0
327,2005,21,284500.0,337500.0,343000.0
328,2006,21,343000.0,345300.0,483250.0
329,2007,21,483250.0,406250.0,473000.0
330,2008,21,473000.0,417875.0,369039.0
331,2009,21,369039.0,405500.0,450000.0
332,2010,21,450000.0,424375.0,482000.0
333,2011,21,482000.0,382850.0,425000.0
334,2012,21,425000.0,397750.0,443500.0
335,2013,21,443500.0,440345.0,387000.0
336,2014,21,387000.0,446250.0,582000.0
337,2015,21,582000.0,547500.0,520000.0
338,2016,21,520000.0,603250.0,820000.0
339,2017,21,820000.0,610250.0,665000.0
340,2018,21,665000.0,719250.0,807000.0
341,2019,21,807000.0,763750.0,690000.0
343,2002,22,565850.0,346000.0,810000.0
344,2003,22,810000.0,375000.0,659000.0
345,2004,22,659000.0,393750.0,886500.0
346,2005,22,886500.0,430000.0,567000.0
347,2006,22,567000.0,436500.0,780325.0
348,2007,22,780325.0,490000.0,905000.0
349,2008,22,905000.0,483500.0,710500.0
350,2009,22,710500.0,580000.0,630000.0
351,2010,22,630000.0,450500.0,721000.0
352,2011,22,721000.0,508200.0,786000.0
353,2012,22,786000.0,451750.0,852500.0
354,2013,22,852500.0,574000.0,900000.0
355,2014,22,900000.0,611201.0,941500.0
356,2015,22,941500.0,650000.0,825000.0
357,2016,22,825000.0,661500.0,1239000.0
358,2017,22,1239000.0,740000.0,1079000.0
359,2018,22,1079000.0,708750.0,1133750.0
360,2019,22,1133750.0,832000.0,1164000.0
362,2002,24,142900.0,345000.0,145000.0
363,2003,24,145000.0,365000.0,148000.0
364,2004,24,148000.0,340000.0,175000.0
365,2005,24,175000.0,338000.0,168500.0
366,2006,24,168500.0,440000.0,160000.0
367,2007,24,160000.0,414000.0,155000.0
368,2008,24,155000.0,483750.0,154126.0
369,2009,24,154126.0,410000.0,171000.0
370,2010,24,171000.0,400000.0,143000.0
371,2011,24,143000.0,408831.0,125000.0
372,2012,24,125000.0,410950.0,149950.0
373,2013,24,149950.0,424000.0,207700.0
374,2014,24,207700.0,496360.0,209250.0
375,2015,24,209250.0,490000.0,252500.0
376,2016,24,252500.0,516000.0,270425.0
